# 
#     CFHT u-band
#     Filter + CCD + Instrument + Other optical components + Atmosphere
#     Downloaded from: http://svo2.cab.inta-csic.es/svo/theory/fps3/getdata.php?format=ascii&id=CFHT/MegaCam.u_1
#     
3.270000000000000000e+03 0.000000000000000000e+00
3.275000000000000000e+03 9.990813099999999790e-05
3.280000000000000000e+03 2.046769400000000014e-04
3.285000000000000000e+03 3.338191900000000100e-04
3.290000000000000000e+03 6.030423699999999622e-04
3.295000000000000000e+03 7.598547999999999674e-04
3.300000000000000000e+03 1.062198899999999965e-03
3.305000000000000000e+03 1.596448699999999899e-03
3.310000000000000000e+03 2.131977399999999880e-03
3.315000000000000000e+03 3.191739099999999895e-03
3.320000000000000000e+03 4.765657199999999601e-03
3.325000000000000000e+03 6.924075499999999758e-03
3.330000000000000000e+03 9.917267599999999780e-03
3.335000000000000000e+03 1.413527099999999960e-02
3.340000000000000000e+03 1.983008699999999971e-02
3.345000000000000000e+03 2.752678500000000153e-02
3.350000000000000000e+03 3.727091500000000168e-02
3.355000000000000000e+03 4.861721799999999677e-02
3.360000000000000000e+03 6.105975799999999870e-02
3.365000000000000000e+03 7.397936300000000631e-02
3.370000000000000000e+03 8.645374299999999956e-02
3.375000000000000000e+03 9.894559499999999730e-02
3.380000000000000000e+03 1.097645000000000010e-01
3.385000000000000000e+03 1.183826000000000045e-01
3.390000000000000000e+03 1.244701000000000002e-01
3.395000000000000000e+03 1.280493000000000048e-01
3.400000000000000000e+03 1.299559000000000131e-01
3.405000000000000000e+03 1.309143999999999863e-01
3.410000000000000000e+03 1.312743000000000104e-01
3.415000000000000000e+03 1.308313000000000115e-01
3.420000000000000000e+03 1.307628000000000124e-01
3.425000000000000000e+03 1.310640000000000138e-01
3.430000000000000000e+03 1.313577999999999968e-01
3.435000000000000000e+03 1.315892999999999924e-01
3.440000000000000000e+03 1.324375999999999887e-01
3.445000000000000000e+03 1.362294000000000005e-01
3.450000000000000000e+03 1.419948000000000043e-01
3.455000000000000000e+03 1.491158999999999957e-01
3.460000000000000000e+03 1.570023999999999864e-01
3.465000000000000000e+03 1.638004999999999878e-01
3.470000000000000000e+03 1.682833999999999997e-01
3.475000000000000000e+03 1.698704000000000047e-01
3.480000000000000000e+03 1.690049999999999886e-01
3.485000000000000000e+03 1.660956000000000099e-01
3.490000000000000000e+03 1.633384999999999976e-01
3.495000000000000000e+03 1.641384999999999927e-01
3.500000000000000000e+03 1.677224999999999966e-01
3.505000000000000000e+03 1.724267999999999912e-01
3.510000000000000000e+03 1.778926000000000118e-01
3.515000000000000000e+03 1.827084999999999959e-01
3.520000000000000000e+03 1.863849999999999951e-01
3.525000000000000000e+03 1.888586999999999905e-01
3.530000000000000000e+03 1.908692999999999917e-01
3.535000000000000000e+03 1.929609999999999936e-01
3.540000000000000000e+03 1.953146000000000049e-01
3.545000000000000000e+03 1.981665999999999983e-01
3.550000000000000000e+03 2.005469000000000002e-01
3.555000000000000000e+03 2.019748000000000099e-01
3.560000000000000000e+03 2.018928999999999863e-01
3.565000000000000000e+03 2.007867999999999875e-01
3.570000000000000000e+03 1.978567999999999993e-01
3.575000000000000000e+03 1.936274000000000051e-01
3.580000000000000000e+03 1.880214000000000052e-01
3.585000000000000000e+03 1.820276000000000116e-01
3.590000000000000000e+03 1.772545000000000093e-01
3.595000000000000000e+03 1.750806000000000029e-01
3.600000000000000000e+03 1.768766999999999978e-01
3.605000000000000000e+03 1.827080000000000093e-01
3.610000000000000000e+03 1.910887000000000002e-01
3.615000000000000000e+03 1.993448999999999915e-01
3.620000000000000000e+03 2.063474999999999893e-01
3.625000000000000000e+03 2.114772000000000041e-01
3.630000000000000000e+03 2.152606999999999993e-01
3.635000000000000000e+03 2.182470999999999994e-01
3.640000000000000000e+03 2.206845000000000057e-01
3.645000000000000000e+03 2.222709999999999964e-01
3.650000000000000000e+03 2.226782999999999957e-01
3.655000000000000000e+03 2.210002000000000077e-01
3.660000000000000000e+03 2.186703000000000119e-01
3.665000000000000000e+03 2.165776000000000090e-01
3.670000000000000000e+03 2.150388000000000022e-01
3.675000000000000000e+03 2.131367000000000123e-01
3.680000000000000000e+03 2.096292999999999906e-01
3.685000000000000000e+03 2.032383000000000106e-01
3.690000000000000000e+03 1.941943999999999892e-01
3.695000000000000000e+03 1.852792000000000050e-01
3.700000000000000000e+03 1.787677000000000016e-01
3.705000000000000000e+03 1.775304000000000049e-01
3.710000000000000000e+03 1.817983999999999989e-01
3.715000000000000000e+03 1.890873999999999888e-01
3.720000000000000000e+03 1.968024999999999913e-01
3.725000000000000000e+03 2.012757000000000018e-01
3.730000000000000000e+03 2.031141999999999948e-01
