4614.89,0.0
4615.89,0.0
4616.9,0.0
4617.9,0.0
4618.9,0.0
4619.9,0.0
4620.9,0.0
4621.9,0.0
4622.91,0.0
4623.91,0.0
4624.91,0.0
4625.91,0.0
4626.91,0.0
4627.91,0.0
4628.91,0.0
4629.92,0.0
4630.92,0.0
4631.92,0.0
4632.92,0.0
4633.92,0.0
4634.92,0.0
4635.93,0.0
4636.93,0.0
4637.93,0.0
4638.93,0.0
4639.93,0.0
4640.93,0.0
4641.93,0.0
4642.94,0.0
4643.94,0.0
4644.94,0.0
4645.94,0.0
4646.94,0.0
4647.94,0.0
4648.95,0.0
4649.95,0.0
4650.95,0.0
4651.95,0.0
4652.95,0.0
4653.95,0.0
4654.95,0.0
4655.96,0.0
4656.96,0.0
4657.96,0.0
4658.96,0.0
4659.96,0.0
4660.96,0.0
4661.97,0.0
4662.97,0.0
4663.97,0.0
4664.97,0.0
4665.97,0.0
4666.97,0.0
4667.97,0.0
4668.98,0.0
4669.98,0.0
4670.98,0.0
4671.98,0.0
4672.98,0.0
4673.98,0.0
4674.99,0.0
4675.99,0.0
4676.99,0.0
4677.99,0.0
4678.99,0.0
4679.99,0.0
4680.99,0.0
4682.0,0.0
4683.0,0.0
4684.0,0.0
4685.0,0.0
4686.0,0.0
4687.0,0.0
4688.01,0.0
4689.01,0.0
4690.01,0.0
4691.01,0.0
4692.01,0.0
4693.01,0.0
4694.01,0.0
4695.02,0.0
4696.02,0.0
4697.02,0.0
4698.02,0.0
4699.02,0.0
4700.02,0.0
4701.03,0.0
4702.03,0.0
4703.03,0.0
4704.03,0.0
4705.03,0.0
4706.03,0.0
4707.04,0.0
4708.04,0.0
4709.04,0.0
4710.04,0.0
4711.04,0.0
4712.04,0.0
4713.04,0.0
4714.05,0.0
4715.05,0.0
4716.05,0.0
4717.05,0.0
4718.05,0.0
4719.05,0.0
4720.06,0.0
4721.06,0.0
4722.06,0.0
4723.06,0.0
4724.06,0.0
4725.06,0.0
4726.06,0.0
4727.07,0.0
4728.07,0.0
4729.07,0.0
4730.07,0.0
4731.07,0.0
4732.07,0.0
4733.08,0.0
4734.08,0.0
4735.08,0.0
4736.08,0.0
4737.08,0.0
4738.08,0.0
4739.08,0.0
4740.09,0.0
4741.09,0.0
4742.09,0.0
4743.09,0.0
4744.09,0.0
4745.09,0.0
4746.1,0.0
4747.1,0.0
4748.1,0.0
4749.1,0.0
4750.1,0.0
4751.1,0.0
4752.1,0.0
4753.11,0.0
4754.11,0.0
4755.11,0.0
4756.11,0.0
4757.11,0.0
4758.11,0.0
4759.12,0.0
4760.12,0.0
4761.12,0.0
4762.12,0.0
4763.12,0.0
4764.12,0.0
4765.12,0.0
4766.13,0.0
4767.13,0.0
4768.13,0.0
4769.13,0.0
4770.13,0.0
4771.13,0.0
4772.14,0.0
4773.14,0.0
4774.14,0.0
4775.14,0.0
4776.14,0.0
4777.14,0.0
4778.14,0.0
4779.15,0.0
4780.15,0.0
4781.15,0.0
4782.15,0.0
4783.15,0.0
4784.15,0.0
4785.16,0.0
4786.16,0.0
4787.16,0.0
4788.16,0.0
4789.16,0.0
4790.16,0.0
4791.16,0.0
4792.17,0.0
4793.17,0.0
4794.17,0.0
4795.17,0.0
4796.17,0.0
4797.17,0.0
4798.18,0.0
4799.18,0.0
4800.18,0.0
4801.18,0.0
4802.18,0.0
4803.18,0.0
4804.18,0.0
